1760872756600237568,0.00000,-0.00003,0.00001,0.70056,-0.71343,0.01073,0.01093
1760872756666951168,-0.00030,-0.00013,-0.00006,0.70093,-0.71306,0.01098,0.01101
1760872756733664768,-0.00023,0.00024,0.00102,0.70059,-0.71341,0.01063,0.01078
1760872756800378368,-0.00027,0.00009,0.00109,0.70062,-0.71338,0.01065,0.01075
1760872756867092224,-0.00028,0.00016,0.00105,0.70059,-0.71341,0.01064,0.01078
1760872756933805824,-0.00032,0.00018,0.00110,0.70058,-0.71342,0.01064,0.01073
1760872757000518656,-0.00033,0.00024,0.00107,0.70057,-0.71343,0.01063,0.01077
1760872757067235584,-0.00029,0.00021,0.00104,0.70056,-0.71343,0.01065,0.01079
1760872757133952512,-0.00030,0.00019,0.00106,0.70055,-0.71344,0.01066,0.01078
1760872757200669952,-0.00034,0.00015,0.00109,0.70055,-0.71345,0.01065,0.01075
1760872757267386880,-0.00034,0.00016,0.00112,0.70054,-0.71345,0.01066,0.01075
1760872757334104320,-0.00034,0.00019,0.00110,0.70054,-0.71346,0.01066,0.01077
1760872757400821504,-0.00034,0.00016,0.00108,0.70052,-0.71348,0.01065,0.01079
1760872757467538688,-0.00032,0.00018,0.00108,0.70050,-0.71349,0.01066,0.01080
1760872757534255616,-0.00033,0.00019,0.00106,0.70050,-0.71349,0.01068,0.01079
1760872757600973312,-0.00034,0.00016,0.00105,0.70050,-0.71349,0.01069,0.01080
1760872757667690752,-0.00035,0.00016,0.00107,0.70050,-0.71349,0.01067,0.01081
1760872757734407936,-0.00034,0.00013,0.00104,0.70049,-0.71350,0.01069,0.01080
1760872757801125632,-0.00033,0.00015,0.00103,0.70048,-0.71351,0.01069,0.01081
1760872757867842816,-0.00034,0.00019,0.00107,0.70049,-0.71350,0.01068,0.01079
1760872757934560512,-0.00032,0.00016,0.00097,0.70050,-0.71349,0.01067,0.01080
1760872758001278976,-0.00036,0.00014,0.00099,0.70049,-0.71350,0.01067,0.01081
1760872758067992576,-0.00039,0.00020,0.00108,0.70047,-0.71352,0.01069,0.01078
1760872758134706176,-0.00038,0.00023,0.00098,0.70047,-0.71352,0.01069,0.01082
1760872758201419776,-0.00036,0.00026,0.00082,0.70047,-0.71352,0.01070,0.01083
1760872758268133632,-0.00035,0.00024,0.00086,0.70046,-0.71353,0.01069,0.01082
1760872758334847232,-0.00026,0.00016,0.00065,0.70047,-0.71352,0.01071,0.01083
1760872758401560832,-0.00032,0.00016,0.00061,0.70046,-0.71353,0.01069,0.01084
1760872758468274432,-0.00042,0.00013,0.00100,0.70043,-0.71356,0.01069,0.01079
1760872758534988032,-0.00041,0.00014,0.00101,0.70043,-0.71356,0.01068,0.01078
1760872758601701632,-0.00042,0.00018,0.00094,0.70044,-0.71355,0.01068,0.01079
1760872758668414976,-0.00032,0.00019,0.00059,0.70045,-0.71354,0.01067,0.01081
1760872758735128576,-0.00033,0.00018,0.00059,0.70045,-0.71354,0.01067,0.01078
1760872758801841920,-0.00046,0.00019,0.00097,0.70043,-0.71356,0.01066,0.01076
1760872758868555264,-0.00045,0.00018,0.00101,0.70043,-0.71356,0.01066,0.01073
1760872758935268864,-0.00046,0.00015,0.00098,0.70043,-0.71356,0.01065,0.01073
1760872759001982208,-0.00043,0.00016,0.00097,0.70043,-0.71356,0.01066,0.01077
1760872759068695808,-0.00042,0.00017,0.00096,0.70044,-0.71355,0.01066,0.01077
1760872759135409408,-0.00043,0.00018,0.00094,0.70043,-0.71356,0.01066,0.01075
1760872759202123520,-0.00045,0.00019,0.00094,0.70042,-0.71357,0.01066,0.01075
1760872759268836864,-0.00047,0.00018,0.00094,0.70042,-0.71357,0.01066,0.01078
1760872759335550208,-0.00048,0.00016,0.00092,0.70041,-0.71358,0.01069,0.01075
1760872759402263808,-0.00050,0.00017,0.00098,0.70041,-0.71358,0.01067,0.01073
1760872759468977408,-0.00048,0.00018,0.00101,0.70041,-0.71358,0.01066,0.01074
1760872759535691264,-0.00045,0.00014,0.00099,0.70042,-0.71358,0.01066,0.01072
1760872759602404608,-0.00046,0.00016,0.00099,0.70040,-0.71359,0.01064,0.01074
