1721802790229636864,0.27657,0.23096,0.12307
1721802790296353792,0.28504,0.23205,0.12628
1721802790363278848,0.28653,0.22585,0.12833
1721802790430766592,0.29132,0.22176,0.12027
1721802790498264320,0.29340,0.23275,0.12494
1721802790565771776,0.28747,0.23672,0.12009
1721802790633289216,0.29141,0.23152,0.12953
1721802790700816384,0.28547,0.22988,0.12295
1721802790835900160,0.28539,0.22577,0.12196
1721802790971023360,0.28335,0.23122,0.12304
1721802791038599424,0.29251,0.22887,0.12727
1721802791106185728,0.29139,0.21993,0.12431
1721802791173781760,0.29020,0.22430,0.12883
1721802791241387264,0.28849,0.23457,0.12294
1721802791309003008,0.28707,0.23219,0.12062
1721802791376288256,0.28669,0.23374,0.12021
1721802791442929920,0.28643,0.22303,0.12191
1721802791509570816,0.28743,0.22248,0.12135
1721802791576210176,0.29858,0.23673,0.12976
1721802791642848512,0.28129,0.22956,0.12745
1721802791709485056,0.28027,0.22814,0.12379
1721802791776120832,0.28792,0.22849,0.12387
1721802791842755072,0.30192,0.22679,0.12158
1721802791909388032,0.28438,0.22759,0.12792
1721802792042650368,0.28531,0.23467,0.12787
1721802792109279744,0.28774,0.23448,0.12543
1721802792175907584,0.29027,0.22440,0.12037
1721802792242534400,0.29575,0.22152,0.12033
1721802792309159680,0.29208,0.23209,0.12588
1721802792375791872,0.28112,0.23493,0.12178
1721802792442430720,0.27821,0.23219,0.12938
1721802792509068032,0.29142,0.22747,0.12868
1721802792642339584,0.29901,0.22226,0.12893
1721802792708973056,0.27971,0.23082,0.12778
1721802792775605248,0.28133,0.23242,0.12168
1721802792842236160,0.29345,0.23257,0.12502
1721802792908865792,0.29187,0.22136,0.12889
1721802792975493888,0.29815,0.22075,0.12667
1721802793042120960,0.29789,0.23519,0.12870
1721802793108746496,0.28768,0.23413,0.12083
1721802793175371008,0.27724,0.23081,0.12025
1721802793241993984,0.28844,0.22924,0.12910
1721802793308615680,0.30072,0.22015,0.12515
1721802793375245056,0.29753,0.22787,0.12684
1721802793441883904,0.28719,0.22476,0.12439
1721802793508521216,0.28885,0.23436,0.12754
1721802793641791744,0.29593,0.22738,0.12916
1721802793708424960,0.28702,0.22337,0.12165
1721802793775057152,0.28986,0.23345,0.12563
1721802793841687552,0.27814,0.23412,0.12525
1721802793908317184,0.27698,0.23208,0.12840
1721802793974945024,0.29637,0.23390,0.12567
1721802794041571840,0.30260,0.22136,0.12796
1721802794092698368,0.28884,0.22224,0.12061
1721802794159290880,0.28208,0.22945,0.12689
1721802794225881856,0.27696,0.23260,0.12183
1721802794359063296,0.29743,0.23529,0.12458
1721802794425670912,0.29220,0.22777,0.12393
1721802794492276992,0.28777,0.22614,0.12431
1721802794558881536,0.28486,0.23057,0.12072
1721802794625485056,0.28322,0.23182,0.12079
1721802794692087040,0.29543,0.22993,0.12915
1721802794758687744,0.28853,0.22484,0.12758
1721802794825286144,0.29214,0.23019,0.12290
1721802794891884288,0.28870,0.23610,0.12637
1721802794958481152,0.29082,0.24289,0.12728
1721802795025076480,0.28521,0.22653,0.12371
1721802795091670784,0.29415,0.22846,0.12887
1721802795158263552,0.29933,0.22480,0.12302
1721802795224854016,0.29366,0.22305,0.12979
1721802795274209792,0.27639,0.23289,0.12468
1721802795340829696,0.28858,0.23367,0.12843
1721802795407469568,0.28280,0.22161,0.12647
1721802795474108160,0.28737,0.22513,0.12866
1721802795540745216,0.29767,0.22894,0.12497
1721802795607380992,0.29504,0.22983,0.12026
1721802795674015744,0.29018,0.23619,0.12814
1721802795740649216,0.28096,0.23391,0.12472
1721802795807280896,0.28924,0.22431,0.12826
1721802795873911552,0.29822,0.23032,0.12897
1721802795940540928,0.29709,0.22651,0.12017
1721802796073795584,0.28474,0.23449,0.12182
1721802796207044864,0.29011,0.22870,0.12371
1721802796273667584,0.28969,0.22206,0.12357
1721802796340287488,0.28814,0.22869,0.12360
1721802796406928640,0.28146,0.23686,0.12681
1721802796473568512,0.28086,0.23040,0.12465
1721802796540207104,0.29960,0.22866,0.12070
1721802796606844160,0.29913,0.22803,0.12915
1721802796673480192,0.29314,0.23259,0.12053
1721802796806748416,0.28069,0.23248,0.12178
1721802796873380352,0.29105,0.23567,0.12498
1721802796940011264,0.29841,0.22752,0.12552
1721802797006640640,0.29644,0.23029,0.12157
1721802797073268992,0.29113,0.23765,0.12792
1721802797139895552,0.27931,0.23142,0.12534
1721802797206521344,0.28438,0.23163,0.12904
1721802797273145344,0.29146,0.23092,0.12233
1721802797339764480,0.29342,0.23153,0.12897
1721802797406411264,0.28845,0.22928,0.12652
1721802797473056256,0.27860,0.23225,0.12892
1721802797539700736,0.28994,0.24188,0.12497
1721802797606343680,0.28780,0.23025,0.12398
1721802797672985344,0.29208,0.22322,0.12466
1721802797739625984,0.29218,0.22674,0.12408
1721802797872903424,0.27927,0.23157,0.12405
1721802798006175488,0.29715,0.22696,0.12531
1721802798072810240,0.29772,0.22896,0.12335
1721802798139443200,0.28249,0.22858,0.12964
1721802798206074880,0.27871,0.23506,0.12113
1721802798272705536,0.28854,0.23704,0.12024
1721802798339333888,0.28941,0.23001,0.12224
1721802798405975296,0.29046,0.22724,0.12676
1721802798472615424,0.29653,0.22181,0.12784
1721802798539254272,0.29304,0.23569,0.12652
1721802798605891840,0.28092,0.23583,0.12958
1721802798672527872,0.27762,0.23584,0.12016
1721802798739162880,0.29129,0.22600,0.12473
1721802798805796352,0.30374,0.22078,0.12519
1721802798872428544,0.28815,0.22532,0.12136
1721802798939059456,0.28881,0.22831,0.12999
1721802799005689344,0.29305,0.24040,0.12648
1721802799072317696,0.29262,0.22820,0.12223
1721802799138944768,0.28906,0.22116,0.12629
1721802799205570560,0.28707,0.22365,0.12467
1721802799272195072,0.28829,0.22575,0.12639
1721802799338818304,0.28890,0.23604,0.12378
1721802799472977152,0.29273,0.22579,0.12221
1721802799607820800,0.28968,0.23250,0.12481
1721802799675255296,0.28160,0.23105,0.12058
1721802799742698496,0.28881,0.23777,0.12036
1721802799810149888,0.29165,0.22498,0.12478
1721802799877609984,0.28613,0.22412,0.12013
1721802799945078272,0.29625,0.22921,0.12081
1721802800012555008,0.29228,0.23187,0.12198
1721802800080040448,0.29058,0.24166,0.12732
1721802800147534080,0.28256,0.23207,0.12587
1721802800215036672,0.29039,0.22799,0.12569
1721802800282547200,0.30129,0.22256,0.12176
1721802800350066432,0.29377,0.23623,0.12952
1721802800417482240,0.29299,0.23977,0.12661
1721802800484046336,0.28332,0.23270,0.12651
1721802800550607360,0.29446,0.23377,0.12208
1721802800617166080,0.28824,0.22604,0.12083
1721802800683721984,0.29431,0.22776,0.12218
1721802800750275328,0.28940,0.23331,0.12942
1721802800816826112,0.28520,0.24073,0.12171
1721802800883374336,0.29046,0.23867,0.12779
1721802800949919744,0.28564,0.23002,0.12728
1721802801083002624,0.29568,0.23224,0.12366
1721802801149540096,0.28029,0.23841,0.12200
1721802801216075264,0.29100,0.24277,0.12591
1721802801282607360,0.29476,0.24378,0.12880
1721802801349137152,0.30082,0.22900,0.12403
1721802801415672576,0.29735,0.23347,0.12778
1721802801482236672,0.29479,0.23900,0.12849
1721802801548797952,0.28636,0.24781,0.12687
1721802801615356416,0.27991,0.24288,0.12413
1721802801681912576,0.29191,0.23571,0.12531
1721802801748465920,0.29640,0.24084,0.12705
1721802801815016704,0.29083,0.24387,0.12604
1721802801881564928,0.28336,0.24936,0.12635
1721802801948110592,0.28335,0.25241,0.12159
1721802802014653696,0.28390,0.24524,0.12598
1721802802081193984,0.28773,0.24037,0.12191
1721802802147731456,0.29789,0.23862,0.12503
1721802802280799232,0.27823,0.25635,0.12118
1721802802347329024,0.28304,0.25107,0.12795
1721802802413863680,0.29650,0.25117,0.12955
1721802802480428288,0.29807,0.25402,0.12057
1721802802546989824,0.29598,0.25594,0.12588
