1723727041301893120,0.19913,0.19763,0.12504,1723727041301893120,0.000000000,0.000000000,0.000000000,0.70131,-0.71268,0.01098,0.01107
1723727041368369920,0.19733,0.20463,0.12853,1723727041368369920,-0.001800000,0.007000000,0.003490000,0.70131,-0.71268,0.01098,0.01107
1723727041434843136,0.19402,0.20915,0.12547,1723727041434843136,-0.005110000,0.011520000,0.000430000,0.70131,-0.71268,0.01098,0.01107
1723727041501312256,0.18042,0.209,0.12375,1723727041501312256,-0.018710000,0.011370000,-0.001290000,0.70131,-0.71268,0.01098,0.01107
1723727041567777536,0.18876,0.20199,0.12222,1723727041567777536,-0.010370000,0.004360000,-0.002820000,0.70131,-0.71268,0.01098,0.01107
1723727041634239232,0.1944,0.20079,0.12031,1723727041634239232,-0.004730000,0.003160000,-0.004730000,0.70131,-0.71268,0.01098,0.01107
1723727041700696832,0.20554,0.20483,0.12639,1723727041700696832,0.006410000,0.007200000,0.001350000,0.70131,-0.71268,0.01098,0.01107
1723727041833600512,0.19435,0.21016,0.12412,1723727041833600512,-0.004780000,0.012530000,-0.000920000,0.70131,-0.71268,0.01098,0.01107
1723727041966488576,0.1969,0.20255,0.1286,1723727041966488576,-0.002230000,0.004920000,0.003560000,0.70131,-0.71268,0.01098,0.01107
1723727042032917760,0.19525,0.20085,0.12429,1723727042032917760,-0.003880000,0.003220000,-0.000750000,0.70131,-0.71268,0.01098,0.01107
1723727042099412480,0.19985,0.20654,0.12823,1723727042099412480,0.000720000,0.008910000,0.003190000,0.70131,-0.71268,0.01098,0.01107
1723727042165903360,0.19472,0.21556,0.1213,1723727042165903360,-0.004410000,0.017930000,-0.003740000,0.70131,-0.71268,0.01098,0.01107
1723727042232390400,0.18529,0.21174,0.12795,1723727042232390400,-0.013840000,0.014110000,0.002910000,0.70131,-0.71268,0.01098,0.01107
1723727042298873344,0.19072,0.20857,0.12126,1723727042298873344,-0.008410000,0.010940000,-0.003780000,0.70131,-0.71268,0.01098,0.01107
1723727042365353216,0.19722,0.19763,0.12717,1723727042365353216,-0.001910000,0.000000000,0.002130000,0.70131,-0.71268,0.01098,0.01107
1723727042431828224,0.20386,0.20233,0.12709,1723727042431828224,0.004730000,0.004700000,0.002050000,0.70131,-0.71268,0.01098,0.01107
1723727042498300160,0.18184,0.21152,0.12575,1723727042498300160,-0.017290000,0.013890000,0.000710000,0.70131,-0.71268,0.01098,0.01107
1723727042564767744,0.17929,0.21068,0.12618,1723727042564767744,-0.019840000,0.013050000,0.001140000,0.70131,-0.71268,0.01098,0.01107
1723727042631231744,0.18968,0.2087,0.12971,1723727042631231744,-0.009450000,0.011070000,0.004670000,0.70131,-0.71268,0.01098,0.01107
1723727042697691904,0.19007,0.2038,0.1209,1723727042697691904,-0.009060000,0.006170000,-0.004140000,0.70131,-0.71268,0.01098,0.01107
1723727042764147968,0.19609,0.20514,0.12407,1723727042764147968,-0.003040000,0.007510000,-0.000970000,0.70131,-0.71268,0.01098,0.01107
1723727042830600192,0.18756,0.20445,0.12792,1723727042830600192,-0.011570000,0.006820000,0.002880000,0.70131,-0.71268,0.01098,0.01107
1723727042897048832,0.18376,0.20848,0.12756,1723727042897048832,-0.015370000,0.010850000,0.002520000,0.70131,-0.71268,0.01098,0.01107
1723727043029922816,0.18891,0.20501,0.12921,1723727043029922816,-0.010220000,0.007380000,0.004170000,0.70131,-0.71268,0.01098,0.01107
1723727043096415488,0.20469,0.19645,0.12756,1723727043096415488,0.005560000,-0.001180000,0.002520000,0.70131,-0.71268,0.01098,0.01107
1723727043162904576,0.19883,0.20484,0.12926,1723727043162904576,-0.000300000,0.007210000,0.004220000,0.70131,-0.71268,0.01098,0.01107
1723727043229389568,0.18769,0.21067,0.12594,1723727043229389568,-0.011440000,0.013040000,0.000900000,0.70131,-0.71268,0.01098,0.01107
1723727043295870720,0.18088,0.2103,0.12262,1723727043295870720,-0.018250000,0.012670000,-0.002420000,0.70131,-0.71268,0.01098,0.01107
1723727043362348288,0.19418,0.20502,0.12861,1723727043362348288,-0.004950000,0.007390000,0.003570000,0.70131,-0.71268,0.01098,0.01107
1723727043428821760,0.20063,0.19973,0.12032,1723727043428821760,0.001500000,0.002100000,-0.004720000,0.70131,-0.71268,0.01098,0.01107
1723727043495291136,0.20726,0.19922,0.12942,1723727043495291136,0.008130000,0.001590000,0.004380000,0.70131,-0.71268,0.01098,0.01107
1723727043561757184,0.19764,0.20151,0.12897,1723727043561757184,-0.001490000,0.003880000,0.003930000,0.70131,-0.71268,0.01098,0.01107
1723727043628218624,0.19148,0.21109,0.12821,1723727043628218624,-0.007650000,0.013460000,0.003170000,0.70131,-0.71268,0.01098,0.01107
1723727043761130752,0.19468,0.21187,0.12241,1723727043761130752,-0.004450000,0.014240000,-0.002630000,0.70131,-0.71268,0.01098,0.01107
1723727043827581184,0.18947,0.20378,0.12609,1723727043827581184,-0.009660000,0.006150000,0.001050000,0.70131,-0.71268,0.01098,0.01107
1723727043894027264,0.19114,0.20671,0.1229,1723727043894027264,-0.007990000,0.009080000,-0.002140000,0.70131,-0.71268,0.01098,0.01107
1723727043960469760,0.1808,0.20817,0.12871,1723727043960469760,-0.018330000,0.010540000,0.003670000,0.70131,-0.71268,0.01098,0.01107
1723727044026899712,0.17922,0.20921,0.12774,1723727044026899712,-0.019910000,0.011580000,0.002700000,0.70131,-0.71268,0.01098,0.01107
1723727044093393664,0.19577,0.2097,0.12897,1723727044093393664,-0.003360000,0.012070000,0.003930000,0.70131,-0.71268,0.01098,0.01107
1723727044159883264,0.19943,0.2014,0.12474,1723727044159883264,0.000300000,0.003770000,-0.000300000,0.70131,-0.71268,0.01098,0.01107
1723727044226369280,0.20149,0.20273,0.1213,1723727044226369280,0.002360000,0.005100000,-0.003740000,0.70131,-0.71268,0.01098,0.01107
1723727044292851200,0.18221,0.20734,0.12202,1723727044292851200,-0.016920000,0.009710000,-0.003020000,0.70131,-0.71268,0.01098,0.01107
1723727044359329792,0.1975,0.21547,0.12936,1723727044359329792,-0.001630000,0.017840000,0.004320000,0.70131,-0.71268,0.01098,0.01107
1723727044425803776,0.18876,0.20876,0.12428,1723727044425803776,-0.010370000,0.011130000,-0.000760000,0.70131,-0.71268,0.01098,0.01107
