1751336953388792576,-0.00044,-0.00029,0.00008,0.68779,-0.72591,0.00102,0.00218
1751336953455362816,-0.00044,-0.00025,0.00007,0.68780,-0.72590,0.00101,0.00217
1751336953521930752,-0.00041,-0.00043,0.00011,0.68777,-0.72592,0.00101,0.00218
1751336953588495616,-0.00041,-0.00026,0.00007,0.68786,-0.72584,0.00100,0.00217
1751336953655058688,-0.00043,-0.00030,0.00008,0.68783,-0.72587,0.00099,0.00215
1751336953721618944,-0.00043,-0.00034,0.00009,0.68781,-0.72589,0.00101,0.00216
1751336953788176896,-0.00044,-0.00039,0.00010,0.68779,-0.72591,0.00100,0.00216
1751336953854732032,-0.00044,-0.00026,0.00007,0.68781,-0.72589,0.00100,0.00216
1751336953921284608,-0.00040,-0.00027,0.00007,0.68780,-0.72590,0.00101,0.00217
1751336953987835136,-0.00045,-0.00038,0.00010,0.68778,-0.72592,0.00099,0.00218
1751336954054383104,-0.00044,-0.00027,0.00007,0.68781,-0.72589,0.00099,0.00216
1751336954120928256,-0.00044,-0.00035,0.00009,0.68779,-0.72590,0.00098,0.00213
1751336954187471104,-0.00045,-0.00020,0.00006,0.68780,-0.72590,0.00098,0.00216
1751336954254011392,-0.00045,-0.00038,0.00010,0.68777,-0.72592,0.00097,0.00215
1751336954320549376,-0.00045,-0.00037,0.00010,0.68778,-0.72592,0.00098,0.00213
1751336954387014400,-0.00045,-0.00025,0.00007,0.68781,-0.72589,0.00098,0.00214
1751336954454005760,-0.00045,-0.00016,0.00005,0.68783,-0.72587,0.00098,0.00214
1751336954521005312,-0.00044,-0.00030,0.00008,0.68783,-0.72587,0.00097,0.00211
1751336954588013312,-0.00044,-0.00038,0.00010,0.68779,-0.72591,0.00097,0.00213
1751336954655030272,-0.00045,-0.00041,0.00010,0.68777,-0.72592,0.00096,0.00212
1751336954722055680,-0.00045,-0.00046,0.00011,0.68777,-0.72593,0.00098,0.00211
1751336954789089536,-0.00045,-0.00046,0.00011,0.68777,-0.72592,0.00097,0.00211
1751336954856131840,-0.00045,-0.00044,0.00011,0.68780,-0.72590,0.00097,0.00212
1751336954923182848,-0.00044,-0.00027,0.00007,0.68783,-0.72587,0.00097,0.00212
1751336954990242304,-0.00044,-0.00020,0.00006,0.68782,-0.72588,0.00097,0.00213
1751336955057310208,-0.00041,-0.00036,0.00010,0.68783,-0.72587,0.00098,0.00212
1751336955124386560,-0.00918,0.02045,0.00000,0.68785,-0.72585,0.00095,0.00212
1751336955191471360,-0.00916,0.02064,-0.00004,0.68788,-0.72582,0.00095,0.00212
1751336955258564864,-0.00916,0.02065,-0.00004,0.68785,-0.72585,0.00094,0.00213
1751336955325666816,-0.00919,0.02050,-0.00001,0.68782,-0.72588,0.00094,0.00209
1751336955392846592,-0.00920,0.02081,-0.00007,0.68786,-0.72584,0.00095,0.00212
1751336955459485696,-0.00916,0.02065,-0.00004,0.68796,-0.72575,0.00094,0.00211
1751336955526123776,-0.00917,0.02061,-0.00004,0.68791,-0.72579,0.00094,0.00211
1751336955592760576,-0.00917,0.02055,-0.00002,0.68787,-0.72583,0.00092,0.00209
1751336955659395584,-0.00918,0.02052,-0.00002,0.68785,-0.72585,0.00092,0.00211
1751336955726029568,-0.00918,0.02043,0.00001,0.68782,-0.72588,0.00094,0.00210
1751336955792662016,-0.00918,0.02041,0.00001,0.68780,-0.72590,0.00095,0.00211
1751336955859293440,-0.00921,0.02080,-0.00007,0.68788,-0.72582,0.00093,0.00210
1751336955925923328,-0.00918,0.02056,-0.00003,0.68792,-0.72578,0.00093,0.00209
1751336955992551936,-0.00916,0.02069,-0.00006,0.68797,-0.72574,0.00091,0.00209
1751336956059179520,-0.00916,0.02084,-0.00009,0.68796,-0.72575,0.00093,0.00210
1751336956125805312,-0.00916,0.02065,-0.00005,0.68797,-0.72573,0.00094,0.00212
1751336956192430080,-0.00916,0.02074,-0.00007,0.68799,-0.72571,0.00092,0.00209
1751336956259053312,-0.00917,0.02064,-0.00005,0.68792,-0.72578,0.00090,0.00210
1751336956325675264,-0.00918,0.02055,-0.00002,0.68788,-0.72582,0.00093,0.00208
1751336956392294656,-0.00918,0.02052,-0.00001,0.68786,-0.72584,0.00091,0.00209
1751336956443404800,-0.00919,0.02059,-0.00003,0.68785,-0.72585,0.00090,0.00209
1751336956510010880,-0.00918,0.02065,-0.00004,0.68788,-0.72582,0.00093,0.00209
1751336956576615936,-0.00918,0.02050,-0.00001,0.68789,-0.72581,0.00092,0.00208
1751336956643219200,-0.00917,0.02057,-0.00003,0.68794,-0.72576,0.00091,0.00207
1751336956709820416,-0.00916,0.02055,-0.00003,0.68794,-0.72576,0.00092,0.00207
1751336956776421376,-0.00917,0.02050,-0.00001,0.68790,-0.72580,0.00092,0.00208
1751336956843020800,-0.00916,0.02053,-0.00002,0.68792,-0.72578,0.00093,0.00208
1751336956909618944,-0.00918,0.02061,-0.00003,0.68790,-0.72581,0.00091,0.00206
1751336956976215808,-0.00913,0.02050,-0.00001,0.68791,-0.72580,0.00090,0.00207
1751336957042811392,-0.00917,0.02053,-0.00002,0.68789,-0.72581,0.00090,0.00208
1751336957109405440,-0.00918,0.02046,0.00000,0.68785,-0.72585,0.00091,0.00207
1751336957175997184,-0.01098,0.02785,0.00004,0.68784,-0.72586,0.00090,0.00207
1751336957242588672,-0.01099,0.02780,0.00005,0.68783,-0.72587,0.00090,0.00204
1751336957309179136,-0.01100,0.02792,0.00002,0.68785,-0.72585,0.00089,0.00206
1751336957375767808,-0.01099,0.02783,0.00004,0.68784,-0.72586,0.00092,0.00205
1751336957442368768,-0.01099,0.02800,0.00001,0.68788,-0.72582,0.00089,0.00204
1751336957508976128,-0.01096,0.02788,0.00003,0.68788,-0.72582,0.00090,0.00206
1751336957575581440,-0.01098,0.02791,0.00002,0.68791,-0.72580,0.00089,0.00205
1751336957624974848,-0.01098,0.02799,0.00001,0.68791,-0.72579,0.00089,0.00204
